attack,defense,hp,image_urls,images,name,number,sp_atk,sp_def,speed,total,types
98,63,75,https://img.pokemondb.net/artwork/simisear.jpg,"[{'url': 'https://img.pokemondb.net/artwork/simisear.jpg', 'path': '514_simisear.jpg', 'checksum': 'b7dc0e78107b1e19d23787c539b7b346', 'status': 'downloaded'}]",simisear,514,98,98,101,533,Fire
53,48,50,https://img.pokemondb.net/artwork/panpour.jpg,"[{'url': 'https://img.pokemondb.net/artwork/panpour.jpg', 'path': '515_panpour.jpg', 'checksum': '346d48e56901d695bb9950cc219016be', 'status': 'downloaded'}]",panpour,515,53,53,64,321,Water
98,63,75,https://img.pokemondb.net/artwork/simipour.jpg,"[{'url': 'https://img.pokemondb.net/artwork/simipour.jpg', 'path': '516_simipour.jpg', 'checksum': 'e07902ff3e8bf15e43f5849b8711c88d', 'status': 'downloaded'}]",simipour,516,98,98,101,533,Water
25,45,76,https://img.pokemondb.net/artwork/munna.jpg,"[{'url': 'https://img.pokemondb.net/artwork/munna.jpg', 'path': '517_munna.jpg', 'checksum': '427f79cf398038be11fa5ab37cf55fc7', 'status': 'downloaded'}]",munna,517,67,67,24,304,Psychic
55,85,116,https://img.pokemondb.net/artwork/musharna.jpg,"[{'url': 'https://img.pokemondb.net/artwork/musharna.jpg', 'path': '518_musharna.jpg', 'checksum': 'f86838663d123901392b34d102d6eecd', 'status': 'downloaded'}]",musharna,518,107,107,29,499,Psychic
55,50,50,https://img.pokemondb.net/artwork/pidove.jpg,"[{'url': 'https://img.pokemondb.net/artwork/pidove.jpg', 'path': '519_pidove.jpg', 'checksum': '8dd0994123663fcdc2fe231ae42e0fa4', 'status': 'downloaded'}]",pidove,519,36,36,43,270,"Normal,Flying"
77,62,62,https://img.pokemondb.net/artwork/tranquill.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tranquill.jpg', 'path': '520_tranquill.jpg', 'checksum': '6ac47fa1af65b36a7b25d5639c6a0212', 'status': 'downloaded'}]",tranquill,520,50,50,65,366,"Normal,Flying"
115,80,80,https://img.pokemondb.net/artwork/unfezant.jpg,"[{'url': 'https://img.pokemondb.net/artwork/unfezant.jpg', 'path': '521_unfezant.jpg', 'checksum': 'a55272abb8b5ea04be36a6a1548a0cd8', 'status': 'downloaded'}]",unfezant,521,65,65,93,498,"Normal,Flying"
60,32,45,https://img.pokemondb.net/artwork/blitzle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/blitzle.jpg', 'path': '522_blitzle.jpg', 'checksum': 'f1dde225d8a3250d9890bebbf1fd7328', 'status': 'downloaded'}]",blitzle,522,50,50,76,313,Electric
100,63,75,https://img.pokemondb.net/artwork/zebstrika.jpg,"[{'url': 'https://img.pokemondb.net/artwork/zebstrika.jpg', 'path': '523_zebstrika.jpg', 'checksum': 'e13f2708340abb9d5cbae719c6797c96', 'status': 'downloaded'}]",zebstrika,523,80,80,116,514,Electric
75,85,55,https://img.pokemondb.net/artwork/roggenrola.jpg,"[{'url': 'https://img.pokemondb.net/artwork/roggenrola.jpg', 'path': '524_roggenrola.jpg', 'checksum': '8a979f2b15a668ee9cb88b099aa3ff5e', 'status': 'downloaded'}]",roggenrola,524,25,25,15,280,Rock
105,105,70,https://img.pokemondb.net/artwork/boldore.jpg,"[{'url': 'https://img.pokemondb.net/artwork/boldore.jpg', 'path': '525_boldore.jpg', 'checksum': 'b2003a95d92df35316660e588ce72e49', 'status': 'downloaded'}]",boldore,525,50,50,20,400,Rock
135,130,85,https://img.pokemondb.net/artwork/gigalith.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gigalith.jpg', 'path': '526_gigalith.jpg', 'checksum': 'cb82d0e828011a50beb3df3c95830cbf', 'status': 'downloaded'}]",gigalith,526,60,60,25,495,Rock
45,43,65,https://img.pokemondb.net/artwork/woobat.jpg,"[{'url': 'https://img.pokemondb.net/artwork/woobat.jpg', 'path': '527_woobat.jpg', 'checksum': '6b7563c755d883be321efca971fb7a2b', 'status': 'downloaded'}]",woobat,527,55,55,72,335,"Psychic,Flying"
57,55,67,https://img.pokemondb.net/artwork/swoobat.jpg,"[{'url': 'https://img.pokemondb.net/artwork/swoobat.jpg', 'path': '528_swoobat.jpg', 'checksum': '8389ff8da32853c1cca6ceda5805e8d9', 'status': 'downloaded'}]",swoobat,528,77,77,114,447,"Psychic,Flying"
85,40,60,https://img.pokemondb.net/artwork/drilbur.jpg,"[{'url': 'https://img.pokemondb.net/artwork/drilbur.jpg', 'path': '529_drilbur.jpg', 'checksum': '003a787716afce8d303dc9c536e94fed', 'status': 'downloaded'}]",drilbur,529,30,30,68,313,Ground
135,60,110,https://img.pokemondb.net/artwork/excadrill.jpg,"[{'url': 'https://img.pokemondb.net/artwork/excadrill.jpg', 'path': '530_excadrill.jpg', 'checksum': 'd7234e9d0b09903250492cfe844ec9d0', 'status': 'downloaded'}]",excadrill,530,50,50,88,493,"Ground,Steel"
60,86,103,"https://img.pokemondb.net/artwork/audino.jpg,https://img.pokemondb.net/artwork/audino-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/audino.jpg', 'path': '531_audino.jpg', 'checksum': 'a7e22e631c4d5eb292b46cc00b6eed1e', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/audino-mega.jpg', 'path': '531_audino.jpg', 'checksum': '142b585e2f9787d21fe1943667cd38e8', 'status': 'downloaded'}]",audino,531,60,60,50,419,"Normal,Normal"
80,55,75,https://img.pokemondb.net/artwork/timburr.jpg,"[{'url': 'https://img.pokemondb.net/artwork/timburr.jpg', 'path': '532_timburr.jpg', 'checksum': '874fa0bfa8fb75f6046fae6545f61a0b', 'status': 'downloaded'}]",timburr,532,25,25,35,295,Fighting
105,85,85,https://img.pokemondb.net/artwork/gurdurr.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gurdurr.jpg', 'path': '533_gurdurr.jpg', 'checksum': '380756a24e28228553ec6089d4c30a5a', 'status': 'downloaded'}]",gurdurr,533,40,40,40,395,Fighting
140,95,105,https://img.pokemondb.net/artwork/conkeldurr.jpg,"[{'url': 'https://img.pokemondb.net/artwork/conkeldurr.jpg', 'path': '534_conkeldurr.jpg', 'checksum': '6cdff1ffabf29fd0ada7005b68deca09', 'status': 'downloaded'}]",conkeldurr,534,55,55,45,495,Fighting
50,40,50,https://img.pokemondb.net/artwork/tympole.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tympole.jpg', 'path': '535_tympole.jpg', 'checksum': '7d4617b372a28a3b989e6d51208f1e5c', 'status': 'downloaded'}]",tympole,535,50,50,64,304,Water
65,55,75,https://img.pokemondb.net/artwork/palpitoad.jpg,"[{'url': 'https://img.pokemondb.net/artwork/palpitoad.jpg', 'path': '536_palpitoad.jpg', 'checksum': '5a93a3bfcceb5f0f632ab33997451f94', 'status': 'downloaded'}]",palpitoad,536,65,65,69,394,"Water,Ground"
95,75,105,https://img.pokemondb.net/artwork/seismitoad.jpg,"[{'url': 'https://img.pokemondb.net/artwork/seismitoad.jpg', 'path': '537_seismitoad.jpg', 'checksum': 'bc72e2306a24465f99015f5b50b7ba0b', 'status': 'downloaded'}]",seismitoad,537,85,85,74,519,"Water,Ground"
100,85,120,https://img.pokemondb.net/artwork/throh.jpg,"[{'url': 'https://img.pokemondb.net/artwork/throh.jpg', 'path': '538_throh.jpg', 'checksum': '7ff93d0bc9dd138bebecffe655d98489', 'status': 'downloaded'}]",throh,538,30,30,45,410,Fighting
125,75,75,https://img.pokemondb.net/artwork/sawk.jpg,"[{'url': 'https://img.pokemondb.net/artwork/sawk.jpg', 'path': '539_sawk.jpg', 'checksum': '7ec738fc8f0859ec18c168f7b3a272d5', 'status': 'downloaded'}]",sawk,539,30,30,85,420,Fighting
53,70,45,https://img.pokemondb.net/artwork/sewaddle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/sewaddle.jpg', 'path': '540_sewaddle.jpg', 'checksum': 'd51c5c712fa86142a48e000a0d931c69', 'status': 'downloaded'}]",sewaddle,540,40,40,42,290,"Bug,Grass"
63,90,55,https://img.pokemondb.net/artwork/swadloon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/swadloon.jpg', 'path': '541_swadloon.jpg', 'checksum': 'c1008a44bf8484d785d0cff505878c10', 'status': 'downloaded'}]",swadloon,541,50,50,42,350,"Bug,Grass"
103,80,75,https://img.pokemondb.net/artwork/leavanny.jpg,"[{'url': 'https://img.pokemondb.net/artwork/leavanny.jpg', 'path': '542_leavanny.jpg', 'checksum': 'ab1a339975f80d660075f9834e95c363', 'status': 'downloaded'}]",leavanny,542,70,70,92,490,"Bug,Grass"
45,59,30,https://img.pokemondb.net/artwork/venipede.jpg,"[{'url': 'https://img.pokemondb.net/artwork/venipede.jpg', 'path': '543_venipede.jpg', 'checksum': '15a6fcaeeef444363b032fd6c9861fc5', 'status': 'downloaded'}]",venipede,543,30,30,57,251,"Bug,Poison"
55,99,40,https://img.pokemondb.net/artwork/whirlipede.jpg,"[{'url': 'https://img.pokemondb.net/artwork/whirlipede.jpg', 'path': '544_whirlipede.jpg', 'checksum': 'ff2263d4ab96ae75a24ef638be7516ff', 'status': 'downloaded'}]",whirlipede,544,40,40,47,321,"Bug,Poison"
100,89,60,https://img.pokemondb.net/artwork/scolipede.jpg,"[{'url': 'https://img.pokemondb.net/artwork/scolipede.jpg', 'path': '545_scolipede.jpg', 'checksum': 'fc2e8bbeb66c12ef8845fa632d156622', 'status': 'downloaded'}]",scolipede,545,55,55,112,471,"Bug,Poison"
27,60,40,https://img.pokemondb.net/artwork/cottonee.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cottonee.jpg', 'path': '546_cottonee.jpg', 'checksum': 'd5e180c0725e022f2b8eced2dce79aa4', 'status': 'downloaded'}]",cottonee,546,37,37,66,267,"Grass,Fairy"
67,85,60,https://img.pokemondb.net/artwork/whimsicott.jpg,"[{'url': 'https://img.pokemondb.net/artwork/whimsicott.jpg', 'path': '547_whimsicott.jpg', 'checksum': '831e707958b061ac58bc0897bc8c9812', 'status': 'downloaded'}]",whimsicott,547,77,77,116,482,"Grass,Fairy"
35,50,45,https://img.pokemondb.net/artwork/petilil.jpg,"[{'url': 'https://img.pokemondb.net/artwork/petilil.jpg', 'path': '548_petilil.jpg', 'checksum': 'c7dde3a1375205cd20ae59024dfbe389', 'status': 'downloaded'}]",petilil,548,70,70,30,300,Grass
60,75,70,"https://img.pokemondb.net/artwork/lilligant.jpg,https://img.pokemondb.net/artwork/lilligant-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/lilligant.jpg', 'path': '549_lilligant.jpg', 'checksum': '1ad64ff48bc40aab28c450cb5447cf83', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/lilligant-hisuian.jpg', 'path': '549_lilligant.jpg', 'checksum': '6e4175f277da253a70787cf516312083', 'status': 'downloaded'}]",lilligant,549,110,110,90,515,"Grass,Grass"
92,65,70,"https://img.pokemondb.net/artwork/basculin-red-striped.jpg,https://img.pokemondb.net/artwork/basculin-blue-striped.jpg,https://img.pokemondb.net/artwork/basculin-white-striped.jpg","[{'url': 'https://img.pokemondb.net/artwork/basculin-red-striped.jpg', 'path': '550_basculin.jpg', 'checksum': 'b7779312334a9a9986dbeeb7105d6402', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/basculin-blue-striped.jpg', 'path': '550_basculin.jpg', 'checksum': '1c76d3b4edd10e449a385e5a0c153be5', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/basculin-white-striped.jpg', 'path': '550_basculin.jpg', 'checksum': '8bae01eac8c57f37410034ab5d2d03eb', 'status': 'downloaded'}]",basculin,550,80,80,98,485,"Water,Water"
72,35,50,https://img.pokemondb.net/artwork/sandile.jpg,"[{'url': 'https://img.pokemondb.net/artwork/sandile.jpg', 'path': '551_sandile.jpg', 'checksum': '7fe0a36148f274facdb8d79db4d7123b', 'status': 'downloaded'}]",sandile,551,35,35,65,292,"Ground,Dark"
82,45,60,https://img.pokemondb.net/artwork/krokorok.jpg,"[{'url': 'https://img.pokemondb.net/artwork/krokorok.jpg', 'path': '552_krokorok.jpg', 'checksum': '851e4532fb73c4b5fc08a9150240f8fe', 'status': 'downloaded'}]",krokorok,552,45,45,74,351,"Ground,Dark"
117,80,95,https://img.pokemondb.net/artwork/krookodile.jpg,"[{'url': 'https://img.pokemondb.net/artwork/krookodile.jpg', 'path': '553_krookodile.jpg', 'checksum': '8bb8e890508c89da83b0064466de40e5', 'status': 'downloaded'}]",krookodile,553,65,65,92,514,"Ground,Dark"
90,45,70,"https://img.pokemondb.net/artwork/darumaka.jpg,https://img.pokemondb.net/artwork/darumaka-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/darumaka.jpg', 'path': '554_darumaka.jpg', 'checksum': '3dcfa11e6f4f8a785f8a86a1f2482709', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/darumaka-galarian.jpg', 'path': '554_darumaka.jpg', 'checksum': 'afd7126a94cad24146b2a4ce743a9a78', 'status': 'downloaded'}]",darumaka,554,15,15,50,285,"Fire,Ice"
140,55,105,"https://img.pokemondb.net/artwork/darmanitan-standard.jpg,https://img.pokemondb.net/artwork/darmanitan-zen.jpg,https://img.pokemondb.net/artwork/darmanitan-galarian-standard.jpg,https://img.pokemondb.net/artwork/darmanitan-galarian-zen.jpg","[{'url': 'https://img.pokemondb.net/artwork/darmanitan-standard.jpg', 'path': '555_darmanitan.jpg', 'checksum': '8dbc299be03b4e82ce5681b88cd1e406', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/darmanitan-zen.jpg', 'path': '555_darmanitan.jpg', 'checksum': 'd6c93e2c46476759d9239223399241d3', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/darmanitan-galarian-standard.jpg', 'path': '555_darmanitan.jpg', 'checksum': '20bdc86f9f86c5253475af6e0784d56f', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/darmanitan-galarian-zen.jpg', 'path': '555_darmanitan.jpg', 'checksum': '742c4a28392a7afb21d8dd3607241990', 'status': 'downloaded'}]",darmanitan,555,30,30,95,455,"Fire,Fire"
86,67,75,https://img.pokemondb.net/artwork/maractus.jpg,"[{'url': 'https://img.pokemondb.net/artwork/maractus.jpg', 'path': '556_maractus.jpg', 'checksum': '38f47982355e52e1a684be5256f2584f', 'status': 'downloaded'}]",maractus,556,106,106,60,500,Grass
65,85,50,https://img.pokemondb.net/artwork/dwebble.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dwebble.jpg', 'path': '557_dwebble.jpg', 'checksum': '953ffd8f9742de05e5ea083b5fa8a0a1', 'status': 'downloaded'}]",dwebble,557,35,35,55,325,"Bug,Rock"
105,125,70,https://img.pokemondb.net/artwork/crustle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/crustle.jpg', 'path': '558_crustle.jpg', 'checksum': '6b7c527342b9029583f8ebf57431b48a', 'status': 'downloaded'}]",crustle,558,65,65,45,475,"Bug,Rock"
75,70,50,https://img.pokemondb.net/artwork/scraggy.jpg,"[{'url': 'https://img.pokemondb.net/artwork/scraggy.jpg', 'path': '559_scraggy.jpg', 'checksum': 'ab881d98929c45b6bdc9445685f57be7', 'status': 'downloaded'}]",scraggy,559,35,35,48,313,"Dark,Fighting"
90,115,65,https://img.pokemondb.net/artwork/scrafty.jpg,"[{'url': 'https://img.pokemondb.net/artwork/scrafty.jpg', 'path': '560_scrafty.jpg', 'checksum': '26ca3257f018a2b63ddb0a3ac0fdd6fc', 'status': 'downloaded'}]",scrafty,560,45,45,58,418,"Dark,Fighting"
58,80,72,https://img.pokemondb.net/artwork/sigilyph.jpg,"[{'url': 'https://img.pokemondb.net/artwork/sigilyph.jpg', 'path': '561_sigilyph.jpg', 'checksum': '0598fba413726035ee449ce58a961ba3', 'status': 'downloaded'}]",sigilyph,561,103,103,97,513,"Psychic,Flying"
30,85,38,"https://img.pokemondb.net/artwork/yamask.jpg,https://img.pokemondb.net/artwork/yamask-galarian.jpg","[{'url': 'https://img.pokemondb.net/artwork/yamask.jpg', 'path': '562_yamask.jpg', 'checksum': 'a657421cc9d5e8699c04e9b6a267c8f8', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/yamask-galarian.jpg', 'path': '562_yamask.jpg', 'checksum': 'bbb97b18e4da0a892abb4bd99c50bbef', 'status': 'downloaded'}]",yamask,562,55,55,30,293,"Ghost,Ground"
50,145,58,https://img.pokemondb.net/artwork/cofagrigus.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cofagrigus.jpg', 'path': '563_cofagrigus.jpg', 'checksum': '65d37f4b7e8220f83b27a62f662058aa', 'status': 'downloaded'}]",cofagrigus,563,95,95,30,473,Ghost
78,103,54,https://img.pokemondb.net/artwork/tirtouga.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tirtouga.jpg', 'path': '564_tirtouga.jpg', 'checksum': '3b5dece04c644678a360f8dd5254e801', 'status': 'downloaded'}]",tirtouga,564,53,53,22,363,"Water,Rock"
108,133,74,https://img.pokemondb.net/artwork/carracosta.jpg,"[{'url': 'https://img.pokemondb.net/artwork/carracosta.jpg', 'path': '565_carracosta.jpg', 'checksum': 'f592681c81e2234fd75cc3a71fe1e3b2', 'status': 'downloaded'}]",carracosta,565,83,83,32,513,"Water,Rock"
112,45,55,https://img.pokemondb.net/artwork/archen.jpg,"[{'url': 'https://img.pokemondb.net/artwork/archen.jpg', 'path': '566_archen.jpg', 'checksum': 'c154ed1ce203503426a78cbd3397ed04', 'status': 'downloaded'}]",archen,566,74,74,70,430,"Rock,Flying"
140,65,75,https://img.pokemondb.net/artwork/archeops.jpg,"[{'url': 'https://img.pokemondb.net/artwork/archeops.jpg', 'path': '567_archeops.jpg', 'checksum': 'a8f1d6649d1a6a02f27b01df4754137a', 'status': 'downloaded'}]",archeops,567,112,112,110,614,"Rock,Flying"
50,62,50,https://img.pokemondb.net/artwork/trubbish.jpg,"[{'url': 'https://img.pokemondb.net/artwork/trubbish.jpg', 'path': '568_trubbish.jpg', 'checksum': '557a370a33a43cc47471f31c9270b79f', 'status': 'downloaded'}]",trubbish,568,40,40,65,307,Poison
95,82,80,https://img.pokemondb.net/artwork/garbodor.jpg,"[{'url': 'https://img.pokemondb.net/artwork/garbodor.jpg', 'path': '569_garbodor.jpg', 'checksum': 'a472f698d689112c10a98799dfbf9dd5', 'status': 'downloaded'}]",garbodor,569,60,60,75,452,Poison
65,40,40,"https://img.pokemondb.net/artwork/zorua.jpg,https://img.pokemondb.net/artwork/zorua-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/zorua.jpg', 'path': '570_zorua.jpg', 'checksum': '6e25cff370f5a4ce951d603ba19322a8', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/zorua-hisuian.jpg', 'path': '570_zorua.jpg', 'checksum': '2ffb693c9b6a153edd06effbbea1a7d4', 'status': 'downloaded'}]",zorua,570,80,80,65,370,"Dark,Normal"
105,60,60,"https://img.pokemondb.net/artwork/zoroark.jpg,https://img.pokemondb.net/artwork/zoroark-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/zoroark.jpg', 'path': '571_zoroark.jpg', 'checksum': '7faf2018fddbe57bb04e80ec32626719', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/zoroark-hisuian.jpg', 'path': '571_zoroark.jpg', 'checksum': 'dadfc2930000b26b786756f1f179b008', 'status': 'downloaded'}]",zoroark,571,120,120,105,570,"Dark,Normal"
50,40,55,https://img.pokemondb.net/artwork/minccino.jpg,"[{'url': 'https://img.pokemondb.net/artwork/minccino.jpg', 'path': '572_minccino.jpg', 'checksum': 'ef630b2e95c895f5b7d240adeaf604df', 'status': 'downloaded'}]",minccino,572,40,40,75,300,Normal
95,60,75,https://img.pokemondb.net/artwork/cinccino.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cinccino.jpg', 'path': '573_cinccino.jpg', 'checksum': 'd166d2737443e7b6dbb36e7a20e24d39', 'status': 'downloaded'}]",cinccino,573,65,65,115,475,Normal
30,50,45,https://img.pokemondb.net/artwork/gothita.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gothita.jpg', 'path': '574_gothita.jpg', 'checksum': '887e673a622099bf121bb069751f83b0', 'status': 'downloaded'}]",gothita,574,55,55,45,280,Psychic
45,70,60,https://img.pokemondb.net/artwork/gothorita.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gothorita.jpg', 'path': '575_gothorita.jpg', 'checksum': '194871258fef166ce2bac1ed99aa4427', 'status': 'downloaded'}]",gothorita,575,75,75,55,380,Psychic
55,95,70,https://img.pokemondb.net/artwork/gothitelle.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gothitelle.jpg', 'path': '576_gothitelle.jpg', 'checksum': '8efe0b414bc5fabd2398531240487b63', 'status': 'downloaded'}]",gothitelle,576,95,95,65,475,Psychic
30,40,45,https://img.pokemondb.net/artwork/solosis.jpg,"[{'url': 'https://img.pokemondb.net/artwork/solosis.jpg', 'path': '577_solosis.jpg', 'checksum': '64846cf5b271242d80f7ee4e9be404d1', 'status': 'downloaded'}]",solosis,577,105,105,20,345,Psychic
40,50,65,https://img.pokemondb.net/artwork/duosion.jpg,"[{'url': 'https://img.pokemondb.net/artwork/duosion.jpg', 'path': '578_duosion.jpg', 'checksum': '28caf9c2e1051d8049d3fc88cc10db7f', 'status': 'downloaded'}]",duosion,578,125,125,30,435,Psychic
65,75,110,https://img.pokemondb.net/artwork/reuniclus.jpg,"[{'url': 'https://img.pokemondb.net/artwork/reuniclus.jpg', 'path': '579_reuniclus.jpg', 'checksum': '6b2061cae486e81ddf19c4c4b2a8bde7', 'status': 'downloaded'}]",reuniclus,579,125,125,30,530,Psychic
44,50,62,https://img.pokemondb.net/artwork/ducklett.jpg,"[{'url': 'https://img.pokemondb.net/artwork/ducklett.jpg', 'path': '580_ducklett.jpg', 'checksum': '9eecca70605be359c09364d8ff9c780d', 'status': 'downloaded'}]",ducklett,580,44,44,55,299,"Water,Flying"
87,63,75,https://img.pokemondb.net/artwork/swanna.jpg,"[{'url': 'https://img.pokemondb.net/artwork/swanna.jpg', 'path': '581_swanna.jpg', 'checksum': '374fb5965608bc428a03d0732aa987a8', 'status': 'downloaded'}]",swanna,581,87,87,98,497,"Water,Flying"
50,50,36,https://img.pokemondb.net/artwork/vanillite.jpg,"[{'url': 'https://img.pokemondb.net/artwork/vanillite.jpg', 'path': '582_vanillite.jpg', 'checksum': '73eb281a9e4500d19b24dd24eee3c1a6', 'status': 'downloaded'}]",vanillite,582,65,65,44,310,Ice
65,65,51,https://img.pokemondb.net/artwork/vanillish.jpg,"[{'url': 'https://img.pokemondb.net/artwork/vanillish.jpg', 'path': '583_vanillish.jpg', 'checksum': 'b1ed8640dd02c512d6f9e470aa8f85b8', 'status': 'downloaded'}]",vanillish,583,80,80,59,400,Ice
95,85,71,https://img.pokemondb.net/artwork/vanilluxe.jpg,"[{'url': 'https://img.pokemondb.net/artwork/vanilluxe.jpg', 'path': '584_vanilluxe.jpg', 'checksum': '128fc4538d46a9b3ee15ebeafcf0a849', 'status': 'downloaded'}]",vanilluxe,584,110,110,79,550,Ice
